0	0	0.015142500000	0.053321200000	0.015146000000	293.889086202171
0	1	0.015142500000	0.102323000000	0.064159400000	294.501803012560
0	2	0.064144500000	0.102335000000	0.015146000000	294.624485298904
0	3	0.015142500000	0.127857000000	0.015146000000	294.152974704393
1	0	0.015191000000	0.015142500000	0.053365200000	293.879117868230
1	1	0.064350300000	0.015142500000	0.102509000000	294.624066644983
1	2	0.015191000000	0.064144500000	0.102379000000	294.106433738828
1	3	0.015191000000	0.015142500000	0.127901000000	293.838736993341
2	0	0.079492800000	0.030288400000	0.079476700000	294.955842857651
2	1	0.030333500000	0.030288400000	0.030332400000	294.109107962793
2	2	0.030333500000	0.079290500000	0.079345800000	294.414175787234
2	3	0.079335500000	0.079301900000	0.030332400000	294.953492312618
3	0	0.102526000000	0.015146000000	0.064330700000	295.452191749258
3	1	0.053366300000	0.015146000000	0.015186400000	294.413600071068
3	2	0.102368000000	0.064159400000	0.015186400000	295.449387875586
3	3	0.127902000000	0.015146000000	0.015186400000	295.977434222129
4	0	0.033190200000	0.135293000000	0.064159400000	294.434300620576
4	1	0.091594000000	0.192983000000	0.015146000000	295.217847013379
4	2	0.082192200000	0.135304000000	0.015146000000	295.014522079187
4	3	0.033190200000	0.160827000000	0.015146000000	294.197067952280
5	0	0.076451500000	0.211132000000	0.033046700000	294.896717501062
5	1	0.018047800000	0.153442000000	0.082060100000	294.411583774807
5	2	0.018047800000	0.212185000000	0.090974500000	294.346896542936
5	3	0.018047800000	0.178976000000	0.033046700000	294.284023796434
6	0	0.076451500000	0.242055000000	0.017900700000	294.896972512917
6	1	0.018047800000	0.243108000000	0.075828500000	294.490638986900
6	2	0.018047800000	0.284434000000	0.017900700000	294.403181863562
6	3	0.018047800000	0.209899000000	0.017900700000	294.277016674443
7	0	0.104276000000	0.095728200000	0.147001000000	295.493271425225
7	1	0.036221100000	0.034166200000	0.150005000000	294.024035112102
7	2	0.036221100000	0.083168200000	0.124483000000	294.524279542818
7	3	0.085380300000	0.034166200000	0.124614000000	295.088620859885
8	0	0.155570000000	0.146602000000	0.093635800000	296.546821260421
8	1	0.145919000000	0.191732000000	0.022104400000	296.354538524448
8	2	0.195260000000	0.142968000000	0.022104400000	297.324496081368
8	3	0.136517000000	0.134054000000	0.022104400000	296.162087990104
9	0	0.100366000000	0.098325600000	0.052436800000	295.407227124476
9	1	0.119418000000	0.110874000000	0.123968000000	295.818292138259
9	2	0.051363500000	0.098314200000	0.101450000000	294.571197984677
